name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,Criteria_Label
Diya,0,"Bootstrap, Django, RESTful API, LESS, Node.js, CSS, JavaScript, Responsive Web Design",B.Tech in Computer Science at IIFT Delhi,2021,85.55,70.77,76.8,tend School,or Higher Secondary School,2017,2017,0
Aarav,15,"Angular, GraphQL, Responsive Web Design, Node.js, HTML, SASS, JavaScript, GitHub",B.Tech in Computer Science at IIM Calcutta,2001,68.39,89.65,80.69,race School,share Higher Secondary School,1998,1997,0
Neha,5,"Angular, GraphQL, Flask, HTML, Git, Bootstrap, Express.js, Webpack",B.Tech in Computer Science at BITS Pilani,2008,82.97,63.11,70.7,remain School,customer Higher Secondary School,2006,2004,0
Aarav,11,"CSS, jQuery, Express.js, GraphQL, Flask, RESTful API, Responsive Web Design, LESS",BCA in Computer Science at IIT Roorkee,2008,66.95,87.25,68.24,something School,whom Higher Secondary School,2003,2004,0
Kiran,0,"GitLab, Flask, Responsive Web Design, Django, RESTful API, HTML, GitHub, Webpack",M.Tech in Computer Science at IIT Bombay,2001,65.32,87.69,82.74,check School,finally Higher Secondary School,1996,1997,0
Ravi,7,"Django, Bootstrap, Express.js, Responsive Web Design, SASS, LESS, Git, jQuery",BCA in Computer Science at IIT Kharagpur,2016,94.35,74.48,75.45,listen School,boy Higher Secondary School,2012,2015,1
Aryan,0,"GitLab, Django, Webpack, JavaScript, Flask, LESS, CSS, jQuery",M.Tech in Computer Science at Anna University,2010,62.33,80.32,85.23,charge School,region Higher Secondary School,2008,2006,0
Ishita,12,"Bootstrap, RESTful API, SASS, LESS, HTML, Webpack, Git, jQuery",M.E in Computer Science at IIT Bombay,2002,71.85,83.0,63.16,bad School,group Higher Secondary School,2000,1999,0
Varun,8,"HTML, JavaScript, CSS, SASS, Bootstrap, React, Express.js, Vue.js",M.E in Computer Science at IIT Bombay,2020,65.11,91.97,66.36,part School,forward Higher Secondary School,2015,2018,0
Ishita,13,"Git, Node.js, CSS, SASS, jQuery, GitLab, Django, React",M.Tech in Computer Science at NIT Warangal,2012,81.66,86.01,71.8,establish School,sit Higher Secondary School,2007,2009,1
Yash,5,"jQuery, Git, JavaScript, LESS, CSS, HTML, SASS, GraphQL",B.Tech in Computer Science at IIFT Delhi,2009,86.26,62.86,79.14,seven School,share Higher Secondary School,2005,2005,0
Rohan,5,"React, Git, JavaScript, LESS, SASS, Webpack, Angular, CSS",MCA in Computer Science at IIM Lucknow,2022,67.34,69.37,62.52,woman School,alone Higher Secondary School,2017,2018,0
Aditi,5,"GitLab, SASS, JavaScript, Express.js, jQuery, CSS, Responsive Web Design, GraphQL",M.Tech in Computer Science at IIM Lucknow,2019,92.8,61.69,80.63,Congress School,should Higher Secondary School,2017,2018,0
Kiran,0,"GitLab, jQuery, Webpack, Flask, Bootstrap, CSS, GitHub, JavaScript",M.Tech in Computer Science at Jawaharlal Nehru University,2016,71.04,73.16,88.56,admit School,day Higher Secondary School,2013,2012,0
Aisha,3,"Express.js, GitHub, Django, Node.js, LESS, Git, React, Bootstrap",B.Tech in Computer Science at BITS Pilani,2018,92.03,89.64,77.52,area School,leg Higher Secondary School,2014,2014,0
Arjun,12,"RESTful API, Git, SASS, Django, Responsive Web Design, jQuery, Webpack, LESS",B.E in Computer Science at Delhi University,2011,63.12,76.29,87.93,account School,wall Higher Secondary School,2006,2008,0
Arjun,2,"Flask, JavaScript, RESTful API, Express.js, LESS, Responsive Web Design, Node.js, SASS",B.E in Computer Science at NIT Trichy,2011,76.1,94.68,68.56,successful School,child Higher Secondary School,2009,2010,0
Yash,2,"Bootstrap, JavaScript, GitHub, SASS, jQuery, Webpack, Vue.js, RESTful API",M.Tech in Computer Science at IIM Ahmedabad,2012,77.83,94.2,62.87,them School,toward Higher Secondary School,2009,2011,0
Sanya,13,"Angular, GitHub, GitLab, Vue.js, Responsive Web Design, CSS, HTML, Bootstrap",B.Tech in Computer Science at IISc Bangalore,2007,87.02,60.41,70.93,so School,owner Higher Secondary School,2002,2004,0
Vikram,14,"SASS, GitHub, jQuery, LESS, CSS, Django, Node.js, Flask",B.E in Computer Science at IIT Kanpur,2006,67.03,65.54,72.7,fill School,doctor Higher Secondary School,2002,2005,0
Sanya,7,"Webpack, Git, jQuery, Vue.js, RESTful API, LESS, Express.js, Bootstrap",BCA in Computer Science at Jawaharlal Nehru University,2008,86.27,71.83,71.55,security School,design Higher Secondary School,2006,2006,1
Rohan,13,"Responsive Web Design, Git, CSS, LESS, jQuery, GraphQL, React, GitLab",B.Tech in Computer Science at IIT Madras,2000,68.85,73.22,75.82,must School,tell Higher Secondary School,1996,1996,0
Sanya,6,"Express.js, Flask, SASS, Node.js, Bootstrap, RESTful API, GitHub, HTML",B.E in Computer Science at Delhi University,2006,63.33,74.39,77.21,no School,a Higher Secondary School,2003,2003,0
Aisha,11,"Git, HTML, LESS, Vue.js, Django, Angular, jQuery, GitLab",B.Tech in Computer Science at IIT Bombay,2015,83.01,81.29,69.42,race School,phone Higher Secondary School,2012,2014,0
Vikram,15,"SASS, jQuery, GraphQL, CSS, Vue.js, JavaScript, RESTful API, HTML",M.Tech in Computer Science at IIT Bombay,2018,90.39,66.43,77.47,inside School,ball Higher Secondary School,2013,2014,0
Aryan,5,"Responsive Web Design, LESS, Django, Vue.js, Git, React, RESTful API, JavaScript",MCA in Computer Science at IIFT Delhi,2012,68.95,67.15,91.83,value School,their Higher Secondary School,2008,2009,0
Diya,3,"HTML, Express.js, jQuery, Git, RESTful API, GraphQL, SASS, Node.js",B.Tech in Computer Science at Anna University,2022,88.89,90.03,60.28,just School,sort Higher Secondary School,2018,2019,0
Aisha,11,"Flask, React, Git, GitLab, GitHub, Vue.js, Django, RESTful API",M.Tech in Computer Science at IIM Ahmedabad,2017,64.57,92.75,77.21,everything School,author Higher Secondary School,2012,2016,0
Vikram,9,"GraphQL, Django, LESS, Webpack, GitLab, Responsive Web Design, JavaScript, Node.js",MCA in Computer Science at IIT Madras,2011,69.83,71.61,65.6,difficult School,herself Higher Secondary School,2006,2007,0
Varun,2,"GraphQL, RESTful API, JavaScript, Express.js, jQuery, Flask, HTML, GitLab",MCA in Computer Science at IIT Madras,2007,67.18,87.76,76.56,friend School,especially Higher Secondary School,2004,2005,0
Varun,10,"RESTful API, Flask, Django, Node.js, React, Webpack, JavaScript, Express.js",M.Tech in Computer Science at IIT Kharagpur,2017,83.77,86.06,60.22,economic School,discussion Higher Secondary School,2014,2013,0
Anaya,14,"Django, HTML, Bootstrap, React, Responsive Web Design, LESS, JavaScript, Vue.js",M.E in Computer Science at IIM Bangalore,2008,91.27,87.22,60.85,ground School,college Higher Secondary School,2004,2006,0
Anaya,5,"Bootstrap, Responsive Web Design, Flask, GitHub, Django, JavaScript, GitLab, RESTful API",B.E in Computer Science at IISc Bangalore,2006,87.97,78.04,65.12,start School,serious Higher Secondary School,2003,2005,0
Aarav,0,"CSS, GraphQL, Git, Flask, Vue.js, SASS, RESTful API, Express.js",M.E in Computer Science at IIT Kanpur,2010,71.2,61.64,79.32,myself School,clearly Higher Secondary School,2008,2007,0
Arjun,14,"React, GitLab, Webpack, Django, Express.js, Node.js, Responsive Web Design, RESTful API",M.E in Computer Science at IIM Ahmedabad,2012,61.75,61.88,84.06,itself School,fund Higher Secondary School,2010,2010,0
Aisha,14,"RESTful API, Bootstrap, jQuery, Express.js, Django, React, LESS, SASS",M.Tech in Computer Science at IIT Madras,2007,79.28,87.17,86.3,capital School,race Higher Secondary School,2005,2004,1
Ishika,8,"React, Webpack, Bootstrap, Vue.js, RESTful API, Django, jQuery, Angular",B.Tech in Computer Science at IIM Ahmedabad,2009,85.64,72.5,64.85,first School,myself Higher Secondary School,2006,2006,0
Aarav,9,"Bootstrap, RESTful API, GitLab, Django, React, jQuery, Express.js, HTML",M.E in Computer Science at NIT Trichy,2022,72.97,66.94,81.53,itself School,need Higher Secondary School,2018,2018,0
Aryan,9,"Webpack, Git, LESS, jQuery, Responsive Web Design, GitLab, JavaScript, Node.js",M.E in Computer Science at IIT Madras,2018,77.73,80.54,62.35,onto School,newspaper Higher Secondary School,2015,2017,0
Pranav,0,"Angular, RESTful API, Django, CSS, LESS, Node.js, GraphQL, SASS",M.Tech in Computer Science at IIT Kanpur,2005,85.24,69.61,71.96,rise School,act Higher Secondary School,2000,2001,0
Vikram,14,"SASS, Django, JavaScript, React, HTML, GitLab, Bootstrap, Node.js",B.Tech in Computer Science at Anna University,2008,65.08,77.24,68.81,interview School,drop Higher Secondary School,2004,2004,0
Yash,15,"LESS, CSS, jQuery, RESTful API, JavaScript, Webpack, Flask, GitHub",M.Tech in Computer Science at IIT Bombay,2011,75.88,66.58,89.57,miss School,worker Higher Secondary School,2007,2009,0
Rahul,3,"Git, Django, LESS, jQuery, SASS, Responsive Web Design, Express.js, Node.js",MCA in Computer Science at IIT Kharagpur,2004,85.58,75.3,66.78,sound School,seem Higher Secondary School,2001,2000,0
Kiran,1,"Vue.js, Node.js, SASS, Webpack, Bootstrap, Django, GitHub, jQuery",MCA in Computer Science at IIT Bombay,2005,94.5,65.13,92.39,wall School,be Higher Secondary School,2000,2004,0
Ishika,5,"Django, Responsive Web Design, Flask, Node.js, GitLab, HTML, LESS, RESTful API",M.Tech in Computer Science at IIM Calcutta,2010,85.1,65.33,92.11,area School,million Higher Secondary School,2005,2009,0
Ishika,13,"GitLab, SASS, LESS, Git, Flask, GitHub, Webpack, Bootstrap",MCA in Computer Science at NIT Trichy,2003,60.7,77.27,73.17,thought School,current Higher Secondary School,2001,2002,0
Vikram,8,"Responsive Web Design, Vue.js, CSS, GitLab, Angular, GitHub, Webpack, Node.js",M.E in Computer Science at Jawaharlal Nehru University,2005,67.15,77.24,82.85,authority School,item Higher Secondary School,2002,2002,0
Rohan,9,"Django, Express.js, GitHub, LESS, JavaScript, GitLab, Angular, jQuery",BCA in Computer Science at IIM Ahmedabad,2021,73.96,63.21,77.53,state School,woman Higher Secondary School,2017,2017,0
Ishita,4,"GitHub, Webpack, React, SASS, Django, HTML, Express.js, Responsive Web Design",M.E in Computer Science at NIT Warangal,2003,64.43,82.54,92.41,team School,according Higher Secondary School,2000,2002,0
Arjun,2,"Flask, SASS, HTML, GitLab, LESS, jQuery, GraphQL, Django",B.Tech in Computer Science at IIM Ahmedabad,2017,70.87,73.64,86.71,also School,only Higher Secondary School,2014,2016,0
Rohan,11,"jQuery, Node.js, Webpack, JavaScript, React, Bootstrap, GitHub, HTML",BCA in Computer Science at Delhi University,2016,77.71,85.46,83.12,middle School,ask Higher Secondary School,2014,2012,1
Rohan,13,"Vue.js, SASS, jQuery, LESS, Bootstrap, HTML, Express.js, Responsive Web Design",BCA in Computer Science at Jawaharlal Nehru University,2014,86.58,62.5,66.14,then School,never Higher Secondary School,2011,2012,0
Aryan,0,"Angular, Flask, CSS, Git, Webpack, Bootstrap, Vue.js, GitHub",B.Tech in Computer Science at Jawaharlal Nehru University,2014,78.73,67.36,63.31,concern School,particularly Higher Secondary School,2011,2012,0
Arjun,1,"HTML, Flask, Responsive Web Design, Git, CSS, jQuery, SASS, Django",BCA in Computer Science at IIT Kharagpur,2018,91.18,60.9,92.19,check School,compare Higher Secondary School,2013,2016,0
Aisha,10,"Bootstrap, Responsive Web Design, React, Express.js, LESS, Node.js, Flask, GitLab",B.E in Computer Science at IIT Bombay,2015,82.28,87.91,79.59,part School,area Higher Secondary School,2011,2013,1
Vikram,13,"Express.js, Vue.js, Webpack, Bootstrap, CSS, GraphQL, React, JavaScript",BCA in Computer Science at BITS Pilani,2005,73.54,83.47,75.26,as School,where Higher Secondary School,2002,2004,1
Aisha,6,"Express.js, Git, Django, Node.js, CSS, Vue.js, Responsive Web Design, Bootstrap",M.Tech in Computer Science at Delhi University,2018,63.66,79.6,65.99,single School,expert Higher Secondary School,2014,2016,0
Arjun,12,"LESS, SASS, Flask, GitLab, RESTful API, Webpack, Bootstrap, JavaScript",MCA in Computer Science at IIT Kharagpur,2011,89.19,68.84,93.29,white School,event Higher Secondary School,2006,2008,0
Pranav,12,"React, Git, JavaScript, Bootstrap, CSS, Webpack, Angular, LESS",M.E in Computer Science at IIT Delhi,2018,63.76,94.12,72.94,international School,pretty Higher Secondary School,2014,2015,0
Pranav,9,"GraphQL, Angular, LESS, jQuery, React, Flask, RESTful API, SASS",MCA in Computer Science at Anna University,2004,82.22,70.93,61.19,west School,hospital Higher Secondary School,2001,2003,0
Aryan,0,"Git, CSS, Vue.js, Bootstrap, HTML, Express.js, GitHub, React",M.Tech in Computer Science at IIT Madras,2021,83.1,72.5,79.35,where School,see Higher Secondary School,2019,2019,0
Varun,12,"LESS, Node.js, Responsive Web Design, SASS, React, CSS, Angular, Vue.js",MCA in Computer Science at IISc Bangalore,2014,61.2,67.84,75.03,star School,study Higher Secondary School,2009,2010,0
Arjun,5,"React, jQuery, HTML, Vue.js, RESTful API, Bootstrap, CSS, Angular",M.E in Computer Science at IIFT Delhi,2020,64.6,71.18,79.57,if School,mission Higher Secondary School,2018,2016,0
Rohan,7,"Node.js, JavaScript, Bootstrap, Angular, GitHub, CSS, GraphQL, Responsive Web Design",M.Tech in Computer Science at NIT Trichy,2003,80.6,66.97,73.95,hit School,they Higher Secondary School,2001,2002,0
Mira,15,"Node.js, Angular, CSS, React, JavaScript, Git, SASS, Flask",B.E in Computer Science at NIT Trichy,2016,73.89,94.29,73.11,image School,vote Higher Secondary School,2011,2013,1
Aisha,3,"JavaScript, Git, jQuery, React, RESTful API, Flask, Vue.js, GitHub",MCA in Computer Science at IIT Madras,2001,68.87,80.28,79.69,decide School,management Higher Secondary School,1996,1997,0
Rahul,7,"SASS, JavaScript, LESS, Express.js, HTML, Angular, jQuery, Git",MCA in Computer Science at IIT Kanpur,2018,69.03,64.38,94.68,deal School,break Higher Secondary School,2016,2014,0
Varun,8,"HTML, Express.js, Vue.js, GitHub, Webpack, Responsive Web Design, GraphQL, jQuery",M.E in Computer Science at IIM Bangalore,2008,92.45,63.39,72.36,more School,teacher Higher Secondary School,2004,2004,0
Aditi,0,"Git, Vue.js, GitHub, JavaScript, jQuery, SASS, CSS, Flask",MCA in Computer Science at IIM Ahmedabad,2011,63.58,78.37,66.55,ever School,as Higher Secondary School,2007,2008,0
Varun,1,"Webpack, LESS, React, Django, Flask, JavaScript, Node.js, GraphQL",M.Tech in Computer Science at IISc Bangalore,2001,89.5,70.92,79.45,this School,figure Higher Secondary School,1997,2000,0
Yash,8,"Flask, Git, SASS, Webpack, Responsive Web Design, HTML, LESS, GitLab",BCA in Computer Science at IIT Madras,2022,92.81,80.28,77.48,election School,bad Higher Secondary School,2019,2019,1
Yash,14,"Node.js, GitLab, Responsive Web Design, SASS, Webpack, Django, JavaScript, Vue.js",M.Tech in Computer Science at Anna University,2016,90.32,79.16,68.41,recognize School,myself Higher Secondary School,2013,2013,0
Anaya,9,"Vue.js, Webpack, jQuery, GitHub, Flask, Git, Bootstrap, Express.js",M.E in Computer Science at IIT Kanpur,2012,81.01,69.92,66.93,not School,structure Higher Secondary School,2007,2009,0
Ishika,11,"CSS, Node.js, GitLab, Flask, JavaScript, jQuery, Express.js, Django",B.Tech in Computer Science at Jawaharlal Nehru University,2020,63.89,80.02,73.38,person School,theory Higher Secondary School,2017,2018,0
Aryan,6,"CSS, Express.js, Bootstrap, Responsive Web Design, GraphQL, GitHub, Node.js, GitLab",BCA in Computer Science at IIM Calcutta,2010,85.75,69.59,67.8,rather School,magazine Higher Secondary School,2006,2009,0
Vikram,15,"GitHub, CSS, Django, Vue.js, SASS, Responsive Web Design, Git, GitLab",B.E in Computer Science at NIT Trichy,2015,75.32,89.32,67.64,security School,show Higher Secondary School,2010,2014,0
Arjun,3,"GitHub, jQuery, SASS, RESTful API, Responsive Web Design, Django, JavaScript, Vue.js",B.Tech in Computer Science at NIT Warangal,2021,76.59,91.49,64.22,two School,bag Higher Secondary School,2018,2017,0
Ravi,8,"GitHub, SASS, HTML, Express.js, Flask, Vue.js, Webpack, RESTful API",M.Tech in Computer Science at IIFT Delhi,2006,64.53,64.91,88.34,bag School,worry Higher Secondary School,2003,2004,0
Ishika,8,"SASS, jQuery, Angular, Webpack, Flask, React, Responsive Web Design, Node.js",BCA in Computer Science at IIM Ahmedabad,2003,82.84,74.16,85.73,list School,born Higher Secondary School,2001,2002,1
Anaya,8,"RESTful API, LESS, Webpack, Vue.js, Bootstrap, HTML, Express.js, SASS",B.Tech in Computer Science at IIM Ahmedabad,2009,85.51,61.98,85.79,my School,PM Higher Secondary School,2007,2007,0
Ravi,8,"Django, RESTful API, HTML, GraphQL, Responsive Web Design, GitHub, Angular, SASS",M.E in Computer Science at BITS Pilani,2012,80.58,92.73,67.91,style School,remain Higher Secondary School,2010,2010,0
Kiran,11,"HTML, CSS, Vue.js, RESTful API, jQuery, Bootstrap, Flask, Webpack",MCA in Computer Science at IIM Lucknow,2017,70.1,63.43,69.51,travel School,enough Higher Secondary School,2012,2013,0
Ravi,11,"GitHub, GitLab, RESTful API, Django, React, LESS, CSS, GraphQL",B.Tech in Computer Science at Jawaharlal Nehru University,2000,92.88,63.74,69.45,defense School,better Higher Secondary School,1997,1997,0
Anaya,14,"GraphQL, Flask, Vue.js, Webpack, RESTful API, SASS, JavaScript, GitHub",MCA in Computer Science at IIT Madras,2016,76.61,93.64,89.36,body School,prove Higher Secondary School,2014,2013,1
Mira,0,"React, Node.js, RESTful API, LESS, Flask, Git, Django, GraphQL",B.E in Computer Science at Jawaharlal Nehru University,2001,70.79,85.14,87.01,ball School,front Higher Secondary School,1997,1998,0
Vikram,3,"Bootstrap, Django, Vue.js, GraphQL, Angular, jQuery, Node.js, RESTful API",BCA in Computer Science at IIT Kharagpur,2007,93.89,94.53,84.51,somebody School,game Higher Secondary School,2005,2003,0
Mira,14,"LESS, Bootstrap, JavaScript, Responsive Web Design, HTML, GraphQL, SASS, GitHub",M.Tech in Computer Science at NIT Trichy,2004,81.31,76.55,87.46,voice School,water Higher Secondary School,1999,2001,1
Diya,4,"jQuery, LESS, Bootstrap, Node.js, HTML, JavaScript, Django, Git",BCA in Computer Science at IIT Roorkee,2020,76.15,66.08,66.5,able School,need Higher Secondary School,2017,2018,0
Aryan,8,"Angular, JavaScript, Node.js, jQuery, HTML, Express.js, RESTful API, LESS",B.E in Computer Science at IISc Bangalore,2016,80.94,76.19,69.54,thousand School,bag Higher Secondary School,2014,2013,0
