name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,extracurricular_activities,companies_worked,interpersonal_skills,Criteria_Label
Yash,0,"Data Visualization, Gap Analysis, SWOT Analysis, Business Intelligence, Tableau, Agile Methodology, User Acceptance Testing (UAT), Power BI",B.Com in Business Administration at IIM Bangalore,2014,92.02,62.64,67.8,skin School,again Higher Secondary School,2012,2012,"Chess Club, Robotics Club, Literary Club","Microsoft, Amazon, KPMG","Communication, Leadership",0
Aisha,11,"User Acceptance Testing (UAT), SQL, Data Analysis, SWOT Analysis, Data Visualization, Stakeholder Management, Requirements Gathering, Market Research",B.Com in Business Administration at IIM Ahmedabad,2001,63.51,87.36,69.68,yard School,federal Higher Secondary School,1999,2000,,"Deloitte, Accenture, Infosys","Problem-solving, Decision Making, Adaptability, Leadership, Conflict Resolution",0
Yash,0,"Agile Methodology, Market Research, Microsoft Excel, Requirements Gathering, Risk Analysis, Business Intelligence, Use Case Analysis, SWOT Analysis",B.Com in Business Administration at NIT Warangal,2013,76.05,92.67,91.96,else School,good Higher Secondary School,2011,2012,"Sports, Debate Club","IBM, KPMG","Decision Making, Conflict Resolution, Persuasion, Communication, Negotiation",0
Ravi,12,"Use Case Analysis, Power BI, SWOT Analysis, Risk Analysis, Financial Modeling, Agile Methodology, Data Visualization, Stakeholder Management",BBA in Business Administration at NIT Warangal,2008,67.22,80.06,76.99,out School,style Higher Secondary School,2003,2004,"Volunteering, Chess Club, Debate Club, Music Club, Robotics Club","Bain & Company, Ernst & Young, Goldman Sachs","Teamwork, Problem-solving, Conflict Resolution, Leadership, Creativity",0
Aisha,9,"Gap Analysis, Process Improvement, SWOT Analysis, Market Research, User Acceptance Testing (UAT), Data Visualization, Microsoft Excel, Risk Analysis",PGDM in Business Administration at Jawaharlal Nehru University,2022,87.92,80.49,82.33,physical School,heart Higher Secondary School,2019,2020,Music Club,KPMG,"Creativity, Teamwork, Adaptability, Time Management, Communication",1
Neha,6,"Requirements Gathering, Gap Analysis, Financial Modeling, Power BI, Risk Analysis, SWOT Analysis, Data Visualization, Market Research",MBA in Business Administration at Jawaharlal Nehru University,2008,64.79,86.45,78.81,phone School,born Higher Secondary School,2006,2006,"Volunteering, Art Club, Science Club, Chess Club","Amazon, Microsoft, KPMG","Leadership, Decision Making, Teamwork",0
Ravi,10,"Market Research, SWOT Analysis, Business Intelligence, Use Case Analysis, Power BI, SQL, Project Management, Financial Modeling",PGDM in Business Administration at IIM Bangalore,2012,75.99,65.48,78.46,significant School,present Higher Secondary School,2008,2011,Literary Club,"Facebook, BCG, Oracle","Leadership, Time Management",0
Varun,5,"Data Analysis, Requirements Gathering, Risk Analysis, Financial Modeling, Gap Analysis, Market Research, Power BI, SQL",MBA in Business Administration at NIT Trichy,2014,61.3,93.25,92.86,discuss School,blood Higher Secondary School,2010,2013,,"Amazon, Bain & Company","Problem-solving, Adaptability, Teamwork",0
Aryan,6,"Power BI, Gap Analysis, Risk Analysis, Microsoft Excel, Tableau, Business Intelligence, Data Analysis, Use Case Analysis",B.Com in Business Administration at IIM Bangalore,2001,65.3,80.22,82.26,blue School,fine Higher Secondary School,1996,1999,"Language Club, Student Government, Chess Club, Robotics Club",BCG,"Creativity, Active Listening",0
Aditi,7,"Risk Analysis, Project Management, Power BI, Business Intelligence, Process Improvement, Data Visualization, Market Research, Gap Analysis",B.Com in Business Administration at IIM Lucknow,2020,60.8,80.49,83.41,consumer School,read Higher Secondary School,2016,2016,"Student Government, Community Service, Language Club","Deloitte, Google","Time Management, Active Listening",0
Diya,8,"SWOT Analysis, Microsoft Excel, Data Visualization, User Acceptance Testing (UAT), Financial Modeling, Requirements Gathering, Use Case Analysis, Market Research",MBA in Business Administration at NIT Trichy,2004,75.53,61.85,80.05,free School,study Higher Secondary School,2001,2000,"Art Club, Sports, Robotics Club, Student Government","IBM, Apple, Bain & Company","Active Listening, Leadership, Time Management, Conflict Resolution, Adaptability",0
Ishita,8,"Stakeholder Management, Data Visualization, Financial Modeling, Microsoft Excel, Risk Analysis, Market Research, Agile Methodology, Project Management",BBA in Business Administration at Anna University,2019,81.48,81.91,87.93,statement School,their Higher Secondary School,2014,2017,Sports,"Facebook, Microsoft","Persuasion, Creativity, Time Management, Problem-solving",1
Mira,1,"Stakeholder Management, Process Improvement, SWOT Analysis, Agile Methodology, Financial Modeling, Project Management, Risk Analysis, SQL",BBA in Business Administration at IIM Bangalore,2019,81.7,91.08,85.2,current School,identify Higher Secondary School,2014,2016,"Student Government, Music Club","Infosys, Microsoft, KPMG","Problem-solving, Negotiation",0
Ravi,15,"Project Management, Tableau, SWOT Analysis, Market Research, SQL, User Acceptance Testing (UAT), Requirements Gathering, Financial Modeling",BBA in Business Administration at Anna University,2005,90.01,93.58,82.92,eat School,natural Higher Secondary School,2000,2001,"Sports, Student Government, Debate Club, Chess Club","Deloitte, Goldman Sachs, IBM","Persuasion, Leadership, Creativity, Time Management, Empathy",1
Kiran,12,"Agile Methodology, Use Case Analysis, Process Improvement, Data Visualization, Microsoft Excel, Requirements Gathering, SWOT Analysis, Project Management",MBA in Business Administration at IIM Bangalore,2021,80.45,75.72,85.41,skin School,name Higher Secondary School,2016,2019,"Literary Club, Drama Club",Facebook,"Conflict Resolution, Decision Making",1
Kiran,13,"SWOT Analysis, Requirements Gathering, Market Research, Stakeholder Management, Financial Modeling, Microsoft Excel, Process Improvement, Agile Methodology",BBA in Business Administration at IIT Bombay,2019,91.55,75.52,71.06,body School,their Higher Secondary School,2015,2016,"Student Government, Music Club, Art Club, Debate Club","McKinsey & Company, IBM, Accenture","Adaptability, Empathy, Teamwork, Negotiation, Leadership",1
Arjun,9,"Requirements Gathering, Gap Analysis, Stakeholder Management, Financial Modeling, User Acceptance Testing (UAT), SQL, Power BI, Tableau",B.Com in Business Administration at IISc Bangalore,2012,76.64,78.57,91.35,responsibility School,record Higher Secondary School,2010,2010,"Art Club, Community Service, Literary Club, Drama Club","KPMG, Bain & Company, Infosys","Time Management, Creativity, Active Listening, Problem-solving",1
Aryan,4,"Financial Modeling, Stakeholder Management, Business Intelligence, Process Improvement, Power BI, Data Visualization, Requirements Gathering, Use Case Analysis",BBA in Business Administration at Delhi University,2011,82.67,67.65,83.09,near School,position Higher Secondary School,2008,2010,Sports,"Apple, Oracle","Empathy, Decision Making, Persuasion, Leadership",0
Anaya,12,"Requirements Gathering, Process Improvement, Financial Modeling, Stakeholder Management, User Acceptance Testing (UAT), SQL, Data Analysis, Business Intelligence",B.Com in Business Administration at Anna University,2015,64.35,88.72,65.01,art School,debate Higher Secondary School,2010,2013,Coding Club,"IBM, Bain & Company, Goldman Sachs","Communication, Negotiation, Adaptability, Leadership, Creativity",0
Aarav,5,"Gap Analysis, Risk Analysis, Use Case Analysis, Business Intelligence, Stakeholder Management, Process Improvement, Data Analysis, Project Management",PGDM in Business Administration at Anna University,2015,87.04,78.34,64.62,decision School,your Higher Secondary School,2010,2012,Language Club,Bain & Company,"Communication, Creativity, Adaptability, Problem-solving",0
Mira,12,"Agile Methodology, Process Improvement, Stakeholder Management, Risk Analysis, Gap Analysis, Requirements Gathering, Data Analysis, Market Research",MBA in Business Administration at IIT Kharagpur,2016,68.03,65.63,79.39,miss School,morning Higher Secondary School,2011,2013,"Science Club, Literary Club, Volunteering","Microsoft, Bain & Company, BCG","Decision Making, Time Management, Teamwork, Active Listening, Persuasion",0
Aarav,6,"Microsoft Excel, Gap Analysis, Use Case Analysis, Data Analysis, Agile Methodology, Power BI, Stakeholder Management, Tableau",MBA in Business Administration at BITS Pilani,2020,74.07,81.39,89.79,low School,actually Higher Secondary School,2015,2019,"Coding Club, Science Club","TCS, Goldman Sachs, BCG","Decision Making, Empathy, Adaptability",1
Varun,12,"SQL, Tableau, Market Research, Data Visualization, Data Analysis, Stakeholder Management, Risk Analysis, SWOT Analysis",MBA in Business Administration at IIT Kharagpur,2017,79.49,90.76,73.19,without School,return Higher Secondary School,2013,2015,Art Club,"Infosys, Bain & Company, Accenture","Negotiation, Persuasion",1
Aarav,4,"Agile Methodology, Use Case Analysis, Business Intelligence, Data Analysis, Process Improvement, SWOT Analysis, Tableau, Stakeholder Management",PGDM in Business Administration at Anna University,2002,71.81,73.49,76.23,woman School,product Higher Secondary School,1999,1998,"Robotics Club, Art Club, Language Club, Student Government","Accenture, IBM","Communication, Teamwork",0
Sanya,11,"Microsoft Excel, SQL, Stakeholder Management, Data Analysis, Financial Modeling, Market Research, Agile Methodology, Risk Analysis",BBA in Business Administration at IIT Madras,2012,62.34,83.17,67.01,miss School,Mrs Higher Secondary School,2009,2011,,"Apple, McKinsey & Company","Teamwork, Leadership, Empathy",0
Aditi,2,"Tableau, Data Visualization, User Acceptance Testing (UAT), Project Management, Data Analysis, Agile Methodology, Financial Modeling, Risk Analysis",MBA in Business Administration at IIT Madras,2021,73.86,73.47,85.94,discussion School,sense Higher Secondary School,2017,2018,"Volunteering, Language Club, Science Club, Music Club, Robotics Club",Google,"Empathy, Negotiation",0
Rohan,0,"Requirements Gathering, Market Research, Business Intelligence, Process Improvement, User Acceptance Testing (UAT), Agile Methodology, Use Case Analysis, SQL",MBA in Business Administration at Delhi University,2007,78.06,70.97,88.27,dog School,tonight Higher Secondary School,2002,2003,"Literary Club, Community Service, Debate Club, Chess Club, Volunteering","Amazon, IBM","Persuasion, Decision Making, Communication, Leadership",0
Rahul,6,"Market Research, Financial Modeling, Data Analysis, SQL, Gap Analysis, User Acceptance Testing (UAT), Tableau, Risk Analysis",BBA in Business Administration at BITS Pilani,2020,76.5,93.69,82.19,represent School,require Higher Secondary School,2017,2018,"Robotics Club, Music Club, Debate Club, Drama Club","Facebook, Bain & Company, IBM","Active Listening, Time Management, Creativity",1
Rahul,8,"User Acceptance Testing (UAT), Project Management, Use Case Analysis, Agile Methodology, Risk Analysis, SQL, Business Intelligence, Stakeholder Management",PGDM in Business Administration at IIT Roorkee,2011,88.82,70.62,88.87,again School,receive Higher Secondary School,2009,2010,,"Bain & Company, Oracle","Empathy, Problem-solving, Adaptability",1
Kiran,15,"Power BI, Risk Analysis, User Acceptance Testing (UAT), Market Research, Business Intelligence, Microsoft Excel, SWOT Analysis, Process Improvement",PGDM in Business Administration at Delhi University,2022,93.12,74.39,75.24,structure School,yourself Higher Secondary School,2019,2019,,"Goldman Sachs, BCG","Time Management, Decision Making, Empathy, Leadership, Adaptability",1
Anaya,11,"Project Management, Microsoft Excel, Use Case Analysis, Stakeholder Management, User Acceptance Testing (UAT), Financial Modeling, Agile Methodology, Data Analysis",BBA in Business Administration at Delhi University,2000,70.91,74.98,61.86,name School,large Higher Secondary School,1997,1999,"Volunteering, Science Club, Chess Club, Debate Club, Music Club",Oracle,"Negotiation, Teamwork, Active Listening, Communication",0
Neha,11,"Power BI, Data Analysis, Requirements Gathering, User Acceptance Testing (UAT), Data Visualization, Microsoft Excel, Gap Analysis, Financial Modeling",BBA in Business Administration at IIT Delhi,2019,74.98,64.75,78.61,order School,president Higher Secondary School,2016,2017,"Student Government, Volunteering, Language Club, Music Club, Drama Club",TCS,"Problem-solving, Teamwork",0
Arjun,5,"Power BI, Financial Modeling, Data Visualization, Stakeholder Management, Requirements Gathering, Process Improvement, Data Analysis, Use Case Analysis",PGDM in Business Administration at IIM Lucknow,2008,94.3,82.75,83.08,more School,PM Higher Secondary School,2003,2004,"Chess Club, Debate Club, Art Club","Oracle, Ernst & Young","Communication, Creativity, Decision Making, Empathy",1
Rahul,14,"Power BI, Microsoft Excel, Stakeholder Management, Business Intelligence, User Acceptance Testing (UAT), Project Management, Tableau, Risk Analysis",MBA in Business Administration at IIT Madras,2020,61.71,93.94,94.94,man School,fast Higher Secondary School,2017,2016,,"Deloitte, Accenture","Communication, Creativity, Active Listening",0
Varun,5,"Requirements Gathering, Tableau, Process Improvement, Project Management, Data Analysis, Data Visualization, Power BI, Use Case Analysis",PGDM in Business Administration at IIT Roorkee,2017,82.91,67.66,81.19,player School,condition Higher Secondary School,2013,2015,"Chess Club, Community Service, Music Club, Robotics Club","McKinsey & Company, TCS","Persuasion, Creativity, Time Management",0
Sanya,2,"Project Management, Microsoft Excel, Risk Analysis, Gap Analysis, Stakeholder Management, Power BI, Agile Methodology, Data Visualization",PGDM in Business Administration at IIT Kanpur,2012,61.96,70.6,78.38,social School,option Higher Secondary School,2009,2008,,"Ernst & Young, Goldman Sachs, Facebook","Time Management, Problem-solving, Active Listening",0
Diya,12,"Requirements Gathering, Agile Methodology, SWOT Analysis, Process Improvement, Tableau, SQL, Business Intelligence, Financial Modeling",B.Com in Business Administration at NIT Trichy,2002,67.48,91.54,71.01,your School,ready Higher Secondary School,1997,1998,Robotics Club,Goldman Sachs,"Persuasion, Creativity, Adaptability, Problem-solving",0
